oferta,precio,mts,bathrooms,recamaras,lat,lon,fuente,fecha_consulta,precio_m2
rio papaloapan i cuauhtemoc cuauhtemoc cdmx,6431100.0,63.74,2.0,2.0,19.4325028,-99.1624324,easyaviso,2025-05-09 13:25:53.299823,100895.82679636021
departamento en venta en rio elba 13 cuauhtemoc cdmx,6690000.0,116.5,2.0,2.0,19.426062,-99.1755442,easyaviso,2025-05-09 13:25:53.299823,57424.892703862664
departamento en venta en  rio elba 13,4940000.0,81.5,,2.0,19.426062,-99.1755442,easyaviso,2025-05-09 13:25:53.299823,60613.496932515336
departamento en venta en rio elba 13 cuauhtemoc cdmx,8390000.0,138.5,2.0,3.0,19.426062,-99.1755442,easyaviso,2025-05-09 13:25:53.299823,60577.61732851985
penthouse interior en preventa roof propio jun 2026 anahuac miguel hidalgo,7500000.0,206.0,3.0,2.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,36407.76699029126
venta departamento en residencial distum anzures,4550000.0,60.0,2.0,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,75833.33333333333
venta departamento san rafael,9600000.0,256.0,2.0,3.0,19.4364755,-99.1583026,easyaviso,2025-05-09 13:25:53.299823,37500.0
venta de hermoso departamento con la mejor ubicacion,7129070.0,203.0,2.0,2.0,19.4361447,-99.1581342,easyaviso,2025-05-09 13:25:53.299823,35118.57142857143
hermoso apartamento en venta,5515800.0,95.1,2.0,2.0,19.4361447,-99.1581342,easyaviso,2025-05-09 13:25:53.299823,58000.0
departamento amueblado en be grand alto polanco  linda vista,4750000.0,60.0,,,19.4395976,-99.1825289,easyaviso,2025-05-09 13:25:53.299823,79166.66666666667
departamento venta cuauhtemoc paseo de la reforma,4803000.0,71.0,,,19.4271915,-99.1726439,easyaviso,2025-05-09 13:25:53.299823,67647.88732394367
penthouse exterior en preventa roof propio jun 2026 anahuac miguel hidalgo,6575000.0,171.0,3.0,2.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,38450.29239766082
departamento venta cuauhtemoc paseo de la reforma,4755000.0,71.0,,,19.4271915,-99.1726439,easyaviso,2025-05-09 13:25:53.299823,66971.8309859155
departamento interior en preventa jun 2026 anahuac miguel hidalgo,5550000.0,121.0,3.0,2.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,45867.76859504132
departamento exterior en preventa jun 2026 anahuac miguel hidalgo.,5675000.0,125.0,3.0,2.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,45400.0
rio gudalquivir 31 departamento en preventa 2 recamaras desde 98.05m2,6942835.0,,,2.0,19.4306645,-99.1713662,easyaviso,2025-05-09 13:25:53.299823,
departamento  en venta tres lagos nvo. polanco,5200000.0,100.0,2.0,3.0,19.4410111,-99.1795604,easyaviso,2025-05-09 13:25:53.299823,52000.0
rio grijalva 35 departamento en preventa 2 recamaras con balcon desde 75.7m2,5842500.0,,2.0,2.0,19.4339137,-99.170432,easyaviso,2025-05-09 13:25:53.299823,
departamento en venta y renta en paseo de la reforma,6950000.0,140.0,2.0,2.0,19.4277893,-99.171524,easyaviso,2025-05-09 13:25:53.299823,49642.857142857145
departamento en venta en cuauhtemoc,5400000.0,80.0,2.0,2.0,19.4295319,-99.1706944,easyaviso,2025-05-09 13:25:53.299823,67500.0
deparatamento en venta en cuauhtemoc rio panuco,5950000.0,70.12,2.0,2.0,19.4316992,-99.1659505,easyaviso,2025-05-09 13:25:53.299823,84854.53508271535
departamento interior en preventa junio 2026,6325000.0,134.0,3.0,3.0,19.4446395,-99.1762434,easyaviso,2025-05-09 13:25:53.299823,47201.49253731343
venta de pent house col. cuauhtemoc,8350000.0,143.7,2.0,2.0,19.4321322,-99.1671413,easyaviso,2025-05-09 13:25:53.299823,58107.16771050801
departamento en venta amueblado y equipado con balcon edificio art deco 55m2,4500000.0,55.0,,,19.4270948,-99.1751115,easyaviso,2025-05-09 13:25:53.299823,81818.18181818182
venta departamento para airbnbcol. cuauhtemoc,6500000.0,92.0,2.0,2.0,19.4286386,-99.1718367,easyaviso,2025-05-09 13:25:53.299823,70652.17391304347
departamento en rio amazonas a una calle de paseo de la reforma,2499000.0,,,,19.4314584724,-99.1637645158,easyaviso,2025-05-09 13:25:53.299823,
departamento en preventa rio de la plata cuauhtemoc,6417476.37,75.19,2.0,2.0,19.4265146,-99.1739038,easyaviso,2025-05-09 13:25:53.299823,85350.13126745578
venta departamento de lujocol. cuauhtemoc,5700000.0,77.0,2.0,2.0,19.4286386,-99.1718367,easyaviso,2025-05-09 13:25:53.299823,74025.97402597402
departamento en venta rio balsas col cuauhtemoc,3990000.0,112.0,,2.0,19.4319202,-99.1714858,easyaviso,2025-05-09 13:25:53.299823,35625.0
rio de la plata i cuauhtemoc cuauhtemoc cdmx,6417477.0,72.7,2.0,2.0,19.4256007,-99.1748776,easyaviso,2025-05-09 13:25:53.299823,88273.41127922971
rio lerma i cuauhtemoc cuauhtemoc cdmx,3390000.0,37.4,,,19.427616,-99.1723477,easyaviso,2025-05-09 13:25:53.299823,90641.71122994652
rio rhin i cuauhtemoc cuauhtemoc cdmx,4899000.0,65.43,2.0,2.0,19.4343378,-99.1653083,easyaviso,2025-05-09 13:25:53.299823,74873.91104997706
rio guadalquivir iv cuauhtemoc cuauhtemoc cdmx,9991800.0,100.74,2.0,2.0,19.4314631042,-99.1672767738,easyaviso,2025-05-09 13:25:53.299823,99184.03811792734
av. paseo de la reforma i cuauhtemoc cuauhtemoc cdmx,16619717.4336,57.96,,,19.4272600277,-99.1727484738,easyaviso,2025-05-09 13:25:53.299823,286744.6072049689
precioso ph de lujo en venta,7950000.0,150.0,3.0,4.0,19.436516,-99.1739857,easyaviso,2025-05-09 13:25:53.299823,53000.0
entrega inmediata en col. tlaxpana miguel hidalgo,1590000.0,44.5,,2.0,19.4382017,-99.171044,easyaviso,2025-05-09 13:25:53.299823,35730.33707865168
descubre tu proximo hogar en rio ussuri cuauhtemoc,3950000.0,83.9,,2.0,19.4322826,-99.1720224,easyaviso,2025-05-09 13:25:53.299823,47079.85697258641
pent house en col cuauhtemoc 6500000,6500000.0,90.0,,,19.4315141,-99.1624641,easyaviso,2025-05-09 13:25:53.299823,72222.22222222222
en venta departamento en 3 lagos mayran,5800000.0,83.0,2.0,2.0,19.4410071393,-99.1786029702,easyaviso,2025-05-09 13:25:53.299823,69879.51807228915
venta de departamento en col. anahuac,3300000.0,75.0,2.0,2.0,19.4397310272,-99.1778272534,easyaviso,2025-05-09 13:25:53.299823,44000.0
hermosos departamentos en miguel hidalgo veronica anzures desde 2.7m,4100000.0,60.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
venta de departamento en cuauhtemoc cuauhtemoc rio guadalquivir 81.,9991800.0,100.74,2.0,2.0,19.428275,-99.1701372,easyaviso,2025-05-09 13:25:53.299823,99184.03811792734
departamento en excelente ubicacion en la veronica anzures sobre ejercito nacion,4550000.0,131.0,2.0,3.0,19.4346034,-99.1760401,easyaviso,2025-05-09 13:25:53.299823,34732.82442748092
venta departamento 3 recamaras be grand alto polanco,15500000.0,240.0,2.0,3.0,19.4415856958,-99.181879973,easyaviso,2025-05-09 13:25:53.299823,64583.333333333336
departamento en venta con uso habitacional y comercial  rio panuco colonia cua,5800000.0,147.0,2.0,3.0,19.4298059,-99.169518,easyaviso,2025-05-09 13:25:53.299823,39455.78231292517
departamento tipo estudio en venta  colonia cuauhtemoc calle rio balsas,2750000.0,48.0,,,19.4324154,-99.169806,easyaviso,2025-05-09 13:25:53.299823,57291.666666666664
departamento en venta en st regis,19900000.0,120.0,,,19.4252897,-99.17226,easyaviso,2025-05-09 13:25:53.299823,165833.33333333334
departamento en venta cuauhtemoc ciudad de mexico,2489308.0,34.0,,,19.4402445,-99.1621588,easyaviso,2025-05-09 13:25:53.299823,73214.94117647059
departamento en venta en reforma cuauhtemoc. le590,8400000.0,180.0,,2.0,19.3191980044,-99.2447106024,easyaviso,2025-05-09 13:25:53.299823,46666.666666666664
departamento en preventa rio nazas cuauhtemoc entrega inmediata,6850000.0,105.2,2.0,2.0,19.431362,-99.169102,easyaviso,2025-05-09 13:25:53.299823,65114.068441064635
departamento en venta en san rafael con roof garden privado,4450000.0,44.85,,,19.4356867,-99.160168,easyaviso,2025-05-09 13:25:53.299823,99219.62095875139
departamento en venta en cuauhtemoc con roof garden privado,7142500.0,70.0,2.0,2.0,19.4335862,-99.1698593,easyaviso,2025-05-09 13:25:53.299823,102035.71428571429
departamento en venta en cuauhtemoc con balcon,7550000.0,80.5,,2.0,19.4284411,-99.1690587,easyaviso,2025-05-09 13:25:53.299823,93788.8198757764
departamento en venta con balcon y dos habitaciones en la cuauthemoc,5450000.0,71.51,,2.0,19.4298854,-99.1691796,easyaviso,2025-05-09 13:25:53.299823,76213.11704656691
preventa departamentos tipo loft en san rafael cdmx,2729580.0,36.0,,,19.4374601,-99.1618309,easyaviso,2025-05-09 13:25:53.299823,75821.66666666667
departamento en venta rio guadalquivir col. cuauhtemoc,6450000.0,81.2,2.0,2.0,19.4307278,-99.1711649,easyaviso,2025-05-09 13:25:53.299823,79433.49753694581
departamento en venta a. insurgentes nte. cuauahtemoc cdmx,1860000.0,52.0,,2.0,19.4545879,-99.1519871,easyaviso,2025-05-09 13:25:53.299823,35769.230769230766
departamento en venta con un vista espectacular,7900000.0,109.49,2.0,3.0,19.4413563,-99.1802147,easyaviso,2025-05-09 13:25:53.299823,72152.70800986391
departamento 2 recamaras en san rafael,3800000.0,61.0,2.0,2.0,19.4415191,-99.1653955,easyaviso,2025-05-09 13:25:53.299823,62295.08196721312
departamento en venta colonia cuauhtemoc,8500000.0,120.0,2.0,3.0,19.4331818,-99.1661263,easyaviso,2025-05-09 13:25:53.299823,70833.33333333333
departamento en venta a una calle del angel de la independencia.,6250000.0,100.0,2.0,2.0,19.4270245,-99.1676647,easyaviso,2025-05-09 13:25:53.299823,62500.0
venta de departamento cerca del corredor reforma,6600000.0,85.01,2.0,2.0,19.4304782,-99.1707085,easyaviso,2025-05-09 13:25:53.299823,77637.92495000588
departamento en venta en san rafael 2500000,2500000.0,86.0,,2.0,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,29069.767441860466
exclusivo pent house con roof privado vive el lujo en el corazon de la ciudad,6500000.0,83.0,,,19.4316912,-99.1613396,easyaviso,2025-05-09 13:25:53.299823,78313.2530120482
atractivo studio 26m2  4m2 terraza col. juarez cdmx,2501057.0,26.0,,,19.4249416,-99.1588472,easyaviso,2025-05-09 13:25:53.299823,96194.5
exclusivo studio 27m2  5m2 terraza calle liverpool cdmx,2294697.0,27.0,,,19.4251007,-99.1621342,easyaviso,2025-05-09 13:25:53.299823,84988.77777777778
cuauhtemoc rio rhin venta departamento con balcon,7990000.0,117.7,2.0,3.0,19.4317498,-99.1652508,easyaviso,2025-05-09 13:25:53.299823,67884.45199660152
departamento en venta en san rafael 1 recamara,3550000.0,46.0,,,19.4378062,-99.1644967,easyaviso,2025-05-09 13:25:53.299823,77173.91304347826
departamento en venta en veronica anzures 1 recamaras,4550000.0,60.0,2.0,,19.4375682,-99.1723156,easyaviso,2025-05-09 13:25:53.299823,75833.33333333333
loft doble altura con terraza y roof garden privado,4700000.0,75.0,2.0,,19.4375426,-99.1608172,easyaviso,2025-05-09 13:25:53.299823,62666.666666666664
oficina o departamento con doble altura en san rafael,4350000.0,70.0,,,19.4373262,-99.1617888,easyaviso,2025-05-09 13:25:53.299823,62142.857142857145
extraordinario departamento con roof privado y amenidades.,7550000.0,80.5,2.0,2.0,19.4262629,-99.1743598,easyaviso,2025-05-09 13:25:53.299823,93788.8198757764
extraordinario departamento con 2 balcones.,5750000.0,74.8,2.0,2.0,19.4285126088,-99.1688567096,easyaviso,2025-05-09 13:25:53.299823,76871.6577540107
departamento en venta  marina nacional,4650000.0,60.0,2.0,,19.4402863,-99.1707708,easyaviso,2025-05-09 13:25:53.299823,77500.0
departamento en venta en miguel hidalgo anzures m2d3432,4100000.0,60.0,2.0,2.0,19.3997762,-99.176963,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
departamento en venta  polanco,4900000.0,93.0,2.0,3.0,19.4382017,-99.171044,easyaviso,2025-05-09 13:25:53.299823,52688.17204301075
venta departamento  en portika polanco,4900000.0,79.59,2.0,2.0,19.4425805,-99.1835662,easyaviso,2025-05-09 13:25:53.299823,61565.523306948104
departamento a estrenar en venta en colonia cuauhtemoc,6450000.0,90.0,2.0,2.0,19.4302751,-99.1695033,easyaviso,2025-05-09 13:25:53.299823,71666.66666666667
departamento en venta en anzures dahlia,4100000.0,60.0,,,19.4376516,-99.1724718,easyaviso,2025-05-09 13:25:53.299823,68333.33333333333
penthouse en preventa en chapultepec mangolia,3830629.0,50.36,,,19.4266984,-99.1514678,easyaviso,2025-05-09 13:25:53.299823,76064.91262907069
departamento en preventa en chapultepec mangolia,2210629.0,31.14,,,19.4266984,-99.1514678,easyaviso,2025-05-09 13:25:53.299823,70990.01284521515
departamento en venta cuauhtemoc 2 recamaras,5500000.0,86.64,2.0,2.0,19.4315089,-99.1696819,easyaviso,2025-05-09 13:25:53.299823,63481.07109879963
venta ph exterior  entrega inmediata en veronica anzures miguel hidalgo,15263500.0,213.0,2.0,3.0,19.4331602399,-99.1733948329,easyaviso,2025-05-09 13:25:53.299823,71659.62441314555
venta departamento exterior entrega  inmediata veronica anzures miguel hidalgo,10115000.0,123.0,2.0,3.0,19.4331602399,-99.1733948329,easyaviso,2025-05-09 13:25:53.299823,82235.77235772357
exclusivo departamento en st. regis ciudad de mexico,23900000.0,120.0,,,19.4252897,-99.17226,easyaviso,2025-05-09 13:25:53.299823,199166.66666666666
departamento en venta  col . anahuac 1 seccion miguel hidalgo cdmx,2250000.0,52.0,,2.0,19.4459151,-99.1750404,easyaviso,2025-05-09 13:25:53.299823,43269.230769230766
rio grijalva 35 departamento en preventa 2 recamaras con balcon desde 75.70 m2,6032500.0,,2.0,2.0,19.4339137,-99.170432,easyaviso,2025-05-09 13:25:53.299823,
rio panuco 62 col. cuauhtemoc,5450000.0,74.25,2.0,2.0,19.4313925,-99.1656162,easyaviso,2025-05-09 13:25:53.299823,73400.6734006734
carlos juan finlay cuauhtemoc,5750000.0,74.0,2.0,2.0,19.3880779,-99.1012847,easyaviso,2025-05-09 13:25:53.299823,77702.7027027027
departamento luminoso con balcon en cuauhtemoc,6500000.0,95.0,2.0,2.0,19.4305056,-99.1648422,easyaviso,2025-05-09 13:25:53.299823,68421.05263157895
departamento loft preventa dic 26 san rafael,3247075.0,42.0,,,19.4373201,-99.1617645,easyaviso,2025-05-09 13:25:53.299823,77311.30952380953
departamento en miguel hidalgo,2250000.0,,,2.0,19.4383898,-99.1712152,easyaviso,2025-05-09 13:25:53.299823,
departamento nuevo en venta 40m2 amueblado san rafael,2500000.0,,,,19.4422035,-99.1624908,easyaviso,2025-05-09 13:25:53.299823,
venta de departamento en la miguel hidalgo,1700000.0,35.0,,,19.4454182,-99.1814877,easyaviso,2025-05-09 13:25:53.299823,48571.42857142857
departamentos en preventa san rafael cuauhtemoc entrega agosto 2026,2489308.0,39.35,,,19.4402688,-99.162113,easyaviso,2025-05-09 13:25:53.299823,63260.68614993647
departamento en venta en anahuac miguel hidalgo,2514000.0,57.0,,2.0,19.4495409,-99.1808164,easyaviso,2025-05-09 13:25:53.299823,44105.26315789474
departamento en venta en anahuac miguel hidalgo cdmx,2592800.0,93.0,,3.0,19.4438865,-99.1752628,easyaviso,2025-05-09 13:25:53.299823,27879.56989247312
departamentos y lofts en venta en la juarez  en university tower,6800000.0,31.0,,,19.4305477,-99.1575179,easyaviso,2025-05-09 13:25:53.299823,219354.83870967742
p.h en reforma cdmx,8400000.0,,,2.0,19.422768,-99.1538064,easyaviso,2025-05-09 13:25:53.299823,
preventa departamento en venta en san rafael,4378000.0,71.0,2.0,2.0,19.4354665,-99.1649706,easyaviso,2025-05-09 13:25:53.299823,61661.971830985916
departamento colonia san rafael cuauhtemoc,5865146.0,110.0,2.0,2.0,19.4373575,-99.1641888,easyaviso,2025-05-09 13:25:53.299823,53319.509090909094
departamentos en venta cuauhtemoc rio lerma a estrenar,3290000.0,40.0,,,19.4265231,-99.1732685,easyaviso,2025-05-09 13:25:53.299823,82250.0
venta de departamento en colonia cuauhtemoc cuauhtemoc,4940000.0,86.5,,2.0,19.4260390517,-99.1754347088,easyaviso,2025-05-09 13:25:53.299823,57109.826589595374
departamento en planta baja dentro de casa catalogada,7956000.0,100.0,2.0,2.0,22.6073528,-98.9406694,easyaviso,2025-05-09 13:25:53.299823,79560.0
departamento en col. san rafael  73m2 con terraza,4200000.0,73.0,,2.0,19.4346369926,-99.163535373,easyaviso,2025-05-09 13:25:53.299823,57534.24657534246
wish residencial,2152472.0,45.48,,2.0,19.4355167,-99.1716078,easyaviso,2025-05-09 13:25:53.299823,47327.88038698329
departamento amueblado venta  en the ritz carlton,77925817.6,216.0,2.0,2.0,19.423899,-99.1752395,easyaviso,2025-05-09 13:25:53.299823,360767.674074074
venta de departamento cdmx,3440000.0,41.0,,,19.4378023628,-99.1616285288,easyaviso,2025-05-09 13:25:53.299823,83902.43902439025
departamento en venta be gran alto polanco,6800000.0,105.0,2.0,2.0,19.4401566,-99.1829788,easyaviso,2025-05-09 13:25:53.299823,64761.90476190476
venta de departamento en cuauhtemoc rio nazas 156.,6850000.0,85.0,2.0,2.0,19.4304782,-99.1707085,easyaviso,2025-05-09 13:25:53.299823,80588.23529411765
departamento en casa cataloga en la colonia san rafael,8268000.0,105.0,2.0,2.0,19.4387066,-99.1624544,easyaviso,2025-05-09 13:25:53.299823,78742.85714285714
departamento en venta en cuauhtemoc dr6145,6995000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,99928.57142857143
departamento en venta en cuauhtemoc dr6144,5995000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,85642.85714285714
departamento en venta en cuauhtemoc dr6140,6495000.0,70.0,2.0,2.0,19.4310044,-99.1650972,easyaviso,2025-05-09 13:25:53.299823,92785.71428571429
departamento en venta en cuauhtemoc,6000000.0,98.17,,,19.4309566,-99.1724069,easyaviso,2025-05-09 13:25:53.299823,61118.46796373637
bonito departamento en venta a dos cuadras del metro normal,2300000.0,57.0,,2.0,19.4441631,-99.1688807,easyaviso,2025-05-09 13:25:53.299823,40350.87719298246
nuevo desarrollo en preventa con excelente ubicacion en la col. cuauhtemoc entre,4156147.0,61.0,,,19.4340686,-99.1682132,easyaviso,2025-05-09 13:25:53.299823,68133.55737704918
vive en colonia veronica anzurez miguel hidalgo,2152472.0,33.0,,,19.4364968,-99.1723188,easyaviso,2025-05-09 13:25:53.299823,65226.42424242424
departamento en venta tipo loft  2990000,2990000.0,47.25,,,19.4307995295,-99.1726397907,easyaviso,2025-05-09 13:25:53.299823,63280.42328042328
departamento en venta en san rafael,6550000.0,85.0,2.0,2.0,19.4374812,-99.1641122,easyaviso,2025-05-09 13:25:53.299823,77058.82352941176
departamento en preventa san rafael,5500000.0,100.0,,2.0,19.4397643,-99.1591613,easyaviso,2025-05-09 13:25:53.299823,55000.0
departamento en preventa en cuauhtemoc,6000000.0,72.0,2.0,2.0,19.4306645,-99.1713662,easyaviso,2025-05-09 13:25:53.299823,83333.33333333333
departamento en preventa en cuauhtemoc,5842000.0,90.0,2.0,2.0,19.4334119,-99.1702157,easyaviso,2025-05-09 13:25:53.299823,64911.11111111111
departamento en preventa en cuauhtemoc,5750000.0,80.0,2.0,2.0,19.4262629,-99.1743598,easyaviso,2025-05-09 13:25:53.299823,71875.0
departamento en venta via roma,5750000.0,70.0,,2.0,19.4312064,-99.1702009,easyaviso,2025-05-09 13:25:53.299823,82142.85714285714
venta de departamento ph en rio guadalquivir cuauhtemoc,6900000.0,76.0,2.0,2.0,19.4298019086,-99.17075306,easyaviso,2025-05-09 13:25:53.299823,90789.47368421052
venta departamento ph en la colonia cuauhtemoc,10624142.0,135.61,,,19.4308787,-99.1696056,easyaviso,2025-05-09 13:25:53.299823,78343.3522601578
venta departamento en la colonia cuauhtemoc,10467135.0,135.61,2.0,2.0,19.4308787,-99.1696056,easyaviso,2025-05-09 13:25:53.299823,77185.56891084727
venta departamento en la colonia cuauhtemoc,10056700.0,135.61,2.0,2.0,19.4308787,-99.1696056,easyaviso,2025-05-09 13:25:53.299823,74158.98532556595
venta departamento en la colonia cuauhtemoc,4444800.0,64.0,,,19.4308787,-99.1696056,easyaviso,2025-05-09 13:25:53.299823,69450.0
departamentos para estrenar colonia cuauhtemoc,5943866.0,72.25,2.0,2.0,19.4298019086,-99.17075306,easyaviso,2025-05-09 13:25:53.299823,82268.04152249134
departamentos para estrenar colonia cuauhtemoc,5842500.0,70.0,2.0,2.0,19.4338022,-99.1703514,easyaviso,2025-05-09 13:25:53.299823,83464.28571428571
departamentos para estrenar colonia san rafael gabino barreda 89,3200000.0,48.27,,,19.4375553,-99.1640464,easyaviso,2025-05-09 13:25:53.299823,66293.76424280091
departamento en venta en rio nilo colonia cuahutemoc cdmx,5400000.0,90.0,2.0,2.0,19.4286428,-99.1718132,easyaviso,2025-05-09 13:25:53.299823,60000.0
venta departamento en la colonia cuauhtemoc,4583700.0,66.0,,,19.4308787,-99.1696056,easyaviso,2025-05-09 13:25:53.299823,69450.0
sadi carnot  san rafael,7129070.0,94.94,2.0,2.0,19.4384755,-99.1563026,easyaviso,2025-05-09 13:25:53.299823,75090.26753739204
venta de departamento en cuauhtemoc cuauhtemoc zp230,4700000.0,89.0,2.0,2.0,19.4320858,-99.1986777,easyaviso,2025-05-09 13:25:53.299823,52808.988764044945
be grand alto polanco torre 2,6300000.0,97.0,2.0,2.0,19.4393589323,-99.1820804235,easyaviso,2025-05-09 13:25:53.299823,64948.45360824742
oportunidad unica de adquirir un amplio departamento de 144m2 .,4500000.0,144.0,2.0,3.0,19.4329039,-99.1715436,easyaviso,2025-05-09 13:25:53.299823,31250.0
