,oferta,precio,mts,bathrooms,recamaras,fuente,fecha_consulta,precio_m2,latitud,longitud,UT,CVEUT
869,departamento en venta en col. san rafael,1450000,41,NA,NA,easyaviso,25:53.3,35365.85366,19.4392649,-99.1665245,SAN RAFAEL II,15-074
870,estrena hermoso  departamento en  guillermo prieto,3795000,65,NA,2,easyaviso,25:53.3,58384.61538,19.4371601,-99.1621779,SAN RAFAEL II,15-074
871,san rafael cuauhtemoc departamento de 3 recamaras con balcon en venta,5590000,89.55,2,3,easyaviso,25:53.3,62423.22725,19.437802,-99.1639137,SAN RAFAEL II,15-074
872,san rafael cuauhtemoc departamento con balcon en venta,3250000,46.25,NA,NA,easyaviso,25:53.3,70270.27027,19.437802,-99.1639137,SAN RAFAEL II,15-074
873,departamento en cuauhtemoc excelente oportunidad,965000,84,NA,3,easyaviso,25:53.3,11488.09524,19.4404968,-99.1626536,SAN RAFAEL II,15-074
874,departamento en cuauhtemoc excelente oportunidad,9.00E+05,84,NA,3,easyaviso,25:53.3,10714.28571,19.4404968,-99.1626536,SAN RAFAEL II,15-074
875,alfonso herrera   san rafael,3800000,63.6,NA,NA,easyaviso,25:53.3,59748.42767,19.4401419,-99.163257,SAN RAFAEL II,15-074
876,departamentos  2 y 3 recamaras con roof privado col. san rafael,5304000,85,2,2,easyaviso,25:53.3,62400,19.4373262,-99.1617888,SAN RAFAEL II,15-074
877,venta departamento nuevo colonia san rafael,4221900,65.4,NA,NA,easyaviso,25:53.3,64555.04587,19.4373262,-99.1617888,SAN RAFAEL II,15-074
878,toda vista reforma,7128600,128,3,3,easyaviso,25:53.3,55692.1875,19.4394577,-99.1673978,SAN RAFAEL II,15-074
879,toda vista reforma,3800000,61,2,2,easyaviso,25:53.3,62295.08197,19.4394577,-99.1673978,SAN RAFAEL II,15-074
880,deoto en venta en col. tlaxpana a 2 cuadras de metro normal,2300000,57,NA,2,easyaviso,25:53.3,40350.87719,19.44249016,-99.1701361,TLAXPANA,16-080
881,departamento venta anzures 60m2 depto 1207,4100000,60,NA,NA,easyaviso,25:53.3,68333.33333,19.4408119,-99.1694644,TLAXPANA,16-080
882,entrega inmediata en col. tlaxpana miguel hidalgo,1590000,44.5,NA,2,easyaviso,25:53.3,35730.33708,19.4382017,-99.171044,TLAXPANA,16-080
883,departamento en venta  marina nacional,4650000,60,2,NA,easyaviso,25:53.3,77500,19.4402863,-99.1707708,TLAXPANA,16-080
884,departamento en venta  polanco,4900000,93,2,3,easyaviso,25:53.3,52688.17204,19.4382017,-99.171044,TLAXPANA,16-080
885,departamento en miguel hidalgo,2250000,NA,NA,2,easyaviso,25:53.3,NA,19.4383898,-99.1712152,TLAXPANA,16-080
886,bonito departamento en venta a dos cuadras del metro normal,2300000,57,NA,2,easyaviso,25:53.3,40350.87719,19.4441631,-99.1688807,TLAXPANA,16-080
887,preventa departamento anzures 45.48 m2  depto 1503,3178488,45.48,NA,2,easyaviso,25:53.3,69887.59894,19.4375167,-99.1696078,TLAXPANA,16-080
888,preventa departamento anzures 45.48 m2  depto 703 711,3058488,45.48,NA,2,easyaviso,25:53.3,67249.07652,19.4385167,-99.1686078,TLAXPANA,16-080
889,preventa departamento anzures 45.48 m2  depto 603 611,3043488,45.48,NA,2,easyaviso,25:53.3,66919.26121,19.4385167,-99.1686078,TLAXPANA,16-080
890,preventa departamento anzures 44.52 m2  depto 1404 1410,3100512,44.52,NA,2,easyaviso,25:53.3,69643.12668,19.4385167,-99.1686078,TLAXPANA,16-080
891,preventa departamento anzures 44.52 m2  depto 610,2980512,44.52,NA,2,easyaviso,25:53.3,66947.70889,19.4385167,-99.1686078,TLAXPANA,16-080
892,preventa departamento anzures 44.52 m2  depto 504 510,2965512,44.52,NA,2,easyaviso,25:53.3,66610.78167,19.4375167,-99.1696078,TLAXPANA,16-080
893,preventa departamento anzures 44.52 m2  depto 104 110,2905512,44.52,NA,2,easyaviso,25:53.3,65263.07278,19.4385167,-99.1686078,TLAXPANA,16-080
894,preventa departamento anzures 33.30 m2  depto 1608,2461080,33.3,NA,NA,easyaviso,25:53.3,73906.30631,19.4375167,-99.1696078,TLAXPANA,16-080
895,preventa departamento anzures 33.32 m2  depto 701 713,2227472,33.32,NA,NA,easyaviso,25:53.3,66850.90036,19.4375167,-99.1696078,TLAXPANA,16-080
896,preventa departamento anzures 35.30 m2  depto 1305 1309,2515980,35.3,NA,NA,easyaviso,25:53.3,71274.22096,19.4385167,-99.1686078,TLAXPANA,16-080
897,preventa departamento anzures 35.30 m2  depto 805 809,2440980,35.3,NA,NA,easyaviso,25:53.3,69149.57507,19.4385167,-99.1686078,TLAXPANA,16-080
898,preventa departamento anzures 33.32 m2  depto 601 613,2212472,33.32,NA,NA,easyaviso,25:53.3,66400.72029,19.4385167,-99.1686078,TLAXPANA,16-080
899,preventa departamento anzures 33.32 m2  depto 1613,2362472,33.32,NA,NA,easyaviso,25:53.3,70902.52101,19.4375167,-99.1696078,TLAXPANA,16-080
900,preventa departamento anzures 33.32 m2  depto 1201 1213,2302472,33.32,NA,NA,easyaviso,25:53.3,69101.80072,19.4375167,-99.1696078,TLAXPANA,16-080
901,preventa departamento anzures 33.32 m2  depto 501 513,2197472,33.32,NA,NA,easyaviso,25:53.3,65950.54022,19.4375167,-99.1696078,TLAXPANA,16-080
902,preventa departamento anzures 33.30 m2  depto 1306 1308,2416080,33.3,NA,NA,easyaviso,25:53.3,72554.95495,19.4385167,-99.1686078,TLAXPANA,16-080
903,preventa departamento anzures 35.30 m2  depto 509,2395980,35.3,NA,NA,easyaviso,25:53.3,67874.78754,19.4375167,-99.1696078,TLAXPANA,16-080
904,preventa departamento anzures 35.30 m2  depto 905 909,2455980,35.3,NA,NA,easyaviso,25:53.3,69574.50425,19.4375167,-99.1696078,TLAXPANA,16-080
905,preventa departamento anzures 33.32 m2  depto 1501 1513,2347472,33.32,NA,NA,easyaviso,25:53.3,70452.34094,19.4385167,-99.1686078,TLAXPANA,16-080
906,preventa departamento anzures 33.32 m2  depto 901 913,2257472,33.32,NA,NA,easyaviso,25:53.3,67751.2605,19.4375167,-99.1696078,TLAXPANA,16-080
907,preventa departamento anzures 33.32 m2  depto 201,2152472,33.32,NA,NA,easyaviso,25:53.3,64600,19.4375167,-99.1696078,TLAXPANA,16-080
908,preventa departamento anzures 33.08 m2  depto 607,2329288,33.08,NA,NA,easyaviso,25:53.3,70413.78476,19.4385167,-99.1686078,TLAXPANA,16-080
909,preventa departamento anzures 33.30 m2  depto 1106,2386080,33.3,NA,NA,easyaviso,25:53.3,71654.05405,19.4385167,-99.1686078,TLAXPANA,16-080
910,preventa departamento anzures 33.30 m2  depto 906,2356080,33.3,NA,NA,easyaviso,25:53.3,70753.15315,19.4385167,-99.1686078,TLAXPANA,16-080
911,preventa departamento anzures 33.08 m2  depto 307,2284288,33.08,NA,NA,easyaviso,25:53.3,69053.44619,19.4375167,-99.1696078,TLAXPANA,16-080
912,preventa departamento anzures 33.30 m2  depto 606608,2311080,33.3,NA,NA,easyaviso,25:53.3,69401.8018,19.4385167,-99.1686078,TLAXPANA,16-080
913,preventa departamento anzures 33.01 m2  depto 1602 1612,2474486,33.01,NA,NA,easyaviso,25:53.3,74961.70857,19.4375167,-99.1696078,TLAXPANA,16-080
914,preventa departamento anzures 33.01 m2  depto 1502 1512,2459486,33.01,NA,NA,easyaviso,25:53.3,74507.30082,19.4385167,-99.1686078,TLAXPANA,16-080
915,preventa departamento anzures 33.30 m2  depto 108,2236080,33.3,NA,NA,easyaviso,25:53.3,67149.54955,19.4385167,-99.1686078,TLAXPANA,16-080
916,preventa departamento anzures 33.08 m2  depto 1207,2419288,33.08,NA,NA,easyaviso,25:53.3,73134.46191,19.4385167,-99.1686078,TLAXPANA,16-080
917,preventa departamento anzures 33.01 m2  depto 902912,2369486,33.01,NA,NA,easyaviso,25:53.3,71780.85429,19.4385167,-99.1686078,TLAXPANA,16-080
918,preventa departamento anzures 33.01 m2  depto 802812,2354486,33.01,NA,NA,easyaviso,25:53.3,71326.44653,19.4375167,-99.1696078,TLAXPANA,16-080
919,preventa departamento anzures 33.01 m2  depto 502512,2309486,33.01,NA,NA,easyaviso,25:53.3,69963.22327,19.4375167,-99.1696078,TLAXPANA,16-080
920,preventa departamento anzures 33.01 m2  depto 402412,2294486,33.01,NA,NA,easyaviso,25:53.3,69508.81551,19.4385167,-99.1686078,TLAXPANA,16-080
921,departamento en venta col tlaxpana,2200000,57,NA,2,easyaviso,25:53.3,38596.49123,19.4392144,-99.1723045,TLAXPANA,16-080
922,en venta departamento con terraza en col. tlaxpana alc. miguel hidalgo,2750000,64,NA,2,easyaviso,25:53.3,42968.75,19.440553,-99.1682193,TLAXPANA,16-080
923,lindo departamento en venta tlaxpana,2750000,65,NA,2,easyaviso,25:53.3,42307.69231,19.440553,-99.1682193,TLAXPANA,16-080
924,departamento en venta tlaxpana miguel hidalgo,2.00E+06,50,NA,2,easyaviso,25:53.3,40000,19.4414259,-99.1690134,TLAXPANA,16-080
925,baja de precio  depto en planta baja,2200000,50,NA,2,easyaviso,25:53.3,44000,19.44102345,-99.16702199,TLAXPANA,16-080
926,venta de departamento en la colonia tlaxpanamh,2.00E+06,50,NA,2,easyaviso,25:53.3,40000,19.4425667,-99.1688339,TLAXPANA,16-080
927,increible departamento en san rafael,7180000,128,3,3,easyaviso,25:53.3,56093.75,19.4384703,-99.1684069,TLAXPANA,16-080
928,departamento en venta colonia tlaxpana,2800000,55,NA,2,easyaviso,25:53.3,50909.09091,19.4415302,-99.1698747,TLAXPANA,16-080
929,bonito departamento de 2 recamaras en col. tlaxpana,1800000,57,NA,2,easyaviso,25:53.3,31578.94737,19.4430532,-99.1687628,TLAXPANA,16-080
930,departamento miguel hidalgo gran oportunidad  de comprar.,403997,100,NA,2,easyaviso,25:53.3,4039.97,19.4410517,-99.1703307,TLAXPANA,16-080
931,departamento en miguel hidalgo excelente oportunidad,611000,70,NA,2,easyaviso,25:53.3,8728.571429,19.4384176,-99.1712403,TLAXPANA,16-080
932,tlaxpana departamento venta miguel hidalgo cdmx,765000,43,NA,2,easyaviso,25:53.3,17790.69767,19.4429304,-99.1675517,TLAXPANA,16-080
933,invierte hoy adjudicado depa en tlaxpana m.hidalgo baratisimo,642600,50,NA,2,easyaviso,25:53.3,12852,19.4429304,-99.1675517,TLAXPANA,16-080
934,gran inversion no pierdas la oportunidad departamento en miguel hidalgo,642600,960,NA,2,easyaviso,25:53.3,669.375,19.4429304,-99.1675517,TLAXPANA,16-080
935,anahuac departamento venta miguel hidalgo cdmx,723000,44.32,NA,2,easyaviso,25:53.3,16313.1769,19.4412175,-99.1709895,TLAXPANA,16-080
936,lindo departamento  5 recamaras  veronica anzures,8900000,186.45,3,5,easyaviso,25:53.3,47733.97694,19.4358238,-99.1738385,VERONICA ANZURES,16-084
937,departamento en venta en anzures,10115000,123,2,2,easyaviso,25:53.3,82235.77236,19.4337133,-99.1727421,VERONICA ANZURES,16-084
938,venta departamento en veronica anzures,4550000,60,2,NA,easyaviso,25:53.3,75833.33333,19.4381595,-99.17282726,VERONICA ANZURES,16-084
939,departamento en venta en distum veronica anzures,5400050,83,2,2,easyaviso,25:53.3,65060.84337,19.4376516,-99.1724718,VERONICA ANZURES,16-084
940,proyecto de usos mixtos distingue tu vida,2337104,30,NA,NA,easyaviso,25:53.3,77903.46667,19.4376516,-99.1724718,VERONICA ANZURES,16-084
941,venta departamento en residencial distum anzures,4550000,60,2,NA,easyaviso,25:53.3,75833.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
942,precioso ph de lujo en venta,7950000,150,3,4,easyaviso,25:53.3,53000,19.436516,-99.1739857,VERONICA ANZURES,16-084
943,hermosos departamentos en miguel hidalgo veronica anzures desde 2.7m,4100000,60,NA,NA,easyaviso,25:53.3,68333.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
944,departamento en venta en veronica anzures 1 recamaras,4550000,60,2,NA,easyaviso,25:53.3,75833.33333,19.4375682,-99.1723156,VERONICA ANZURES,16-084
945,departamento en venta en anzures dahlia,4100000,60,NA,NA,easyaviso,25:53.3,68333.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
946,venta ph exterior  entrega inmediata en veronica anzures miguel hidalgo,15263500,213,2,3,easyaviso,25:53.3,71659.62441,19.43316024,-99.17339483,VERONICA ANZURES,16-084
947,venta departamento exterior entrega  inmediata veronica anzures miguel hidalgo,10115000,123,2,3,easyaviso,25:53.3,82235.77236,19.43316024,-99.17339483,VERONICA ANZURES,16-084
948,wish residencial,2152472,45.48,NA,2,easyaviso,25:53.3,47327.88039,19.4355167,-99.1716078,VERONICA ANZURES,16-084
949,vive en colonia veronica anzurez miguel hidalgo,2152472,33,NA,NA,easyaviso,25:53.3,65226.42424,19.4364968,-99.1723188,VERONICA ANZURES,16-084
950,departamento en venta veronica anzures,6400000,178.84,3,3,easyaviso,25:53.3,35786.17759,19.4347514,-99.1711432,VERONICA ANZURES,16-084
951,preventa de departamento en veronica anzures miguel hidalgo febrero 2027,3178488,45.48,NA,2,easyaviso,25:53.3,69887.59894,19.436516,-99.173986,VERONICA ANZURES,16-084
952,departamento en preventta en veronica anzures miguel hidalgo febrero 2027,2152472,33.32,NA,NA,easyaviso,25:53.3,64600,19.436516,-99.173986,VERONICA ANZURES,16-084
953,departamento a estrenar en veronica anzures,6200000,96,2,3,easyaviso,25:53.3,64583.33333,19.436516,-99.173986,VERONICA ANZURES,16-084
954,departamento en venta en veronica anzures,4677000,60,NA,NA,easyaviso,25:53.3,77950,19.436143,-99.177324,VERONICA ANZURES,16-084
955,preventa departamento anzures 45.48 m2  depto 1403 1411,3163488,45.48,NA,2,easyaviso,25:53.3,69557.78364,19.4335167,-99.1736078,VERONICA ANZURES,16-084
956,preventa departamento anzures 45.48 m2  depto 1303 1311,3148488,45.48,NA,2,easyaviso,25:53.3,69227.96834,19.4345167,-99.1726078,VERONICA ANZURES,16-084
957,preventa departamento anzures 45.48 m2  depto 1203 1211,3133488,45.48,NA,2,easyaviso,25:53.3,68898.15303,19.4335167,-99.1736078,VERONICA ANZURES,16-084
958,preventa departamento anzures 45.48 m2  depto 1111,3118488,45.48,NA,2,easyaviso,25:53.3,68568.33773,19.4335167,-99.1736078,VERONICA ANZURES,16-084
959,preventa departamento anzures 45.48 m2  depto 903 911,3088488,45.48,NA,2,easyaviso,25:53.3,67908.70712,19.4345167,-99.1726078,VERONICA ANZURES,16-084
960,preventa departamento anzures 45.48 m2  depto 803 811,3073488,45.48,NA,2,easyaviso,25:53.3,67578.89182,19.4345167,-99.1726078,VERONICA ANZURES,16-084
961,preventa departamento anzures 45.48 m2  depto 503 511,3028488,45.48,NA,2,easyaviso,25:53.3,66589.44591,19.4345167,-99.1726078,VERONICA ANZURES,16-084
962,preventa departamento anzures 45.48 m2  depto 403 411,3013488,45.48,NA,2,easyaviso,25:53.3,66259.63061,19.4335167,-99.1736078,VERONICA ANZURES,16-084
963,preventa departamento anzures 45.48 m2  depto 303 311,2998488,45.48,NA,2,easyaviso,25:53.3,65929.8153,19.4365167,-99.1706078,VERONICA ANZURES,16-084
964,preventa departamento anzures 45.48 m2  depto 203 211,2983488,45.48,NA,2,easyaviso,25:53.3,65600,19.4345167,-99.1726078,VERONICA ANZURES,16-084
965,preventa departamento anzures 45.48 m2  depto 103,2968488,45.48,NA,2,easyaviso,25:53.3,65270.1847,19.4365167,-99.1706078,VERONICA ANZURES,16-084
966,departamento en venta en distum marina nacional veronica anzures,5400095,83,2,2,easyaviso,25:53.3,65061.38554,19.4376516,-99.1724718,VERONICA ANZURES,16-084
967,preventa departamento anzures 44.52 m2  depto 1504,3115512,44.52,NA,2,easyaviso,25:53.3,69980.05391,19.4335167,-99.1736078,VERONICA ANZURES,16-084
968,preventa departamento anzures 44.52 m2  depto 1210,3070512,44.52,NA,2,easyaviso,25:53.3,68969.27224,19.4365167,-99.1706078,VERONICA ANZURES,16-084
969,preventa departamento anzures 44.52 m2  depto 1104 1110,3055512,44.52,NA,2,easyaviso,25:53.3,68632.34501,19.4335167,-99.1736078,VERONICA ANZURES,16-084
970,preventa departamento anzures 44.52 m2  depto 904 910,3025512,44.52,NA,2,easyaviso,25:53.3,67958.49057,19.4365167,-99.1706078,VERONICA ANZURES,16-084
971,preventa departamento anzures 44.52 m2  depto 804 810,3010512,44.52,NA,2,easyaviso,25:53.3,67621.56334,19.4365167,-99.1706078,VERONICA ANZURES,16-084
972,preventa departamento anzures 44.52 m2  depto 704 710,2995512,44.52,NA,2,easyaviso,25:53.3,67284.63612,19.4335167,-99.1736078,VERONICA ANZURES,16-084
973,preventa departamento anzures 44.52 m2  depto 404 410,2950512,44.52,NA,2,easyaviso,25:53.3,66273.85445,19.4345167,-99.1726078,VERONICA ANZURES,16-084
974,preventa departamento anzures 44.52 m2  depto 204 210,2920512,44.52,NA,2,easyaviso,25:53.3,65600,19.4345167,-99.1726078,VERONICA ANZURES,16-084
975,preventa departamento anzures 33.32 m2  depto 801 813,2242472,33.32,NA,NA,easyaviso,25:53.3,67301.08043,19.4335167,-99.1736078,VERONICA ANZURES,16-084
976,preventa departamento anzures 35.30 m2  depto 205 209,2350980,35.3,NA,NA,easyaviso,25:53.3,66600,19.4365167,-99.1706078,VERONICA ANZURES,16-084
977,preventa departamento anzures 35.30 m2  depto 1509,2545980,35.3,NA,NA,easyaviso,25:53.3,72124.07932,19.4335167,-99.1736078,VERONICA ANZURES,16-084
978,preventa departamento anzures 33.32 m2  depto 1401 1413,2332472,33.32,NA,NA,easyaviso,25:53.3,70002.16086,19.4345167,-99.1726078,VERONICA ANZURES,16-084
979,preventa departamento anzures 33.30 m2  depto 1508,2446080,33.3,NA,NA,easyaviso,25:53.3,73455.85586,19.4335167,-99.1736078,VERONICA ANZURES,16-084
980,preventa departamento anzures 33.32 m2  depto 1301 1313,2317472,33.32,NA,NA,easyaviso,25:53.3,69551.98079,19.4365167,-99.1706078,VERONICA ANZURES,16-084
981,preventa departamento anzures 35.30 m2  depto 705 709,2425980,35.3,NA,NA,easyaviso,25:53.3,68724.64589,19.4335167,-99.1736078,VERONICA ANZURES,16-084
982,preventa departamento anzures 35.30 m2  depto 305 309,2365980,35.3,NA,NA,easyaviso,25:53.3,67024.92918,19.4365167,-99.1706078,VERONICA ANZURES,16-084
983,preventa departamento anzures 35.30 m2  depto 1105 1109,2485980,35.3,NA,NA,easyaviso,25:53.3,70424.36261,19.4345167,-99.1726078,VERONICA ANZURES,16-084
984,preventa departamento anzures 35.30 m2  depto 605 609,2410980,35.3,NA,NA,easyaviso,25:53.3,68299.71671,19.4335167,-99.1736078,VERONICA ANZURES,16-084
985,preventa departamento anzures 35.30 m2  depto 105 109,2335980,35.3,NA,NA,easyaviso,25:53.3,66175.07082,19.4335167,-99.1736078,VERONICA ANZURES,16-084
986,preventa departamento anzures 33.32 m2  depto 401,2182472,33.32,NA,NA,easyaviso,25:53.3,65500.36014,19.4365167,-99.1706078,VERONICA ANZURES,16-084
987,preventa departamento anzures 35.30 m2  depto 1005 1009,2470980,35.3,NA,NA,easyaviso,25:53.3,69999.43343,19.4365167,-99.1706078,VERONICA ANZURES,16-084
988,preventa departamento anzures 33.32 m2  depto 1101,2287472,33.32,NA,NA,easyaviso,25:53.3,68651.62065,19.4335167,-99.1736078,VERONICA ANZURES,16-084
989,preventa departamento anzures 33.32 m2  depto 301 313,2167472,33.32,NA,NA,easyaviso,25:53.3,65050.18007,19.4345167,-99.1726078,VERONICA ANZURES,16-084
990,preventa departamento anzures 35.30 m2  depto 405 409,2380980,35.3,NA,NA,easyaviso,25:53.3,67449.85836,19.4345167,-99.1726078,VERONICA ANZURES,16-084
991,preventa departamento anzures 33.08 m2  depto 407,2299288,33.08,NA,NA,easyaviso,25:53.3,69506.89238,19.4335167,-99.1736078,VERONICA ANZURES,16-084
992,preventa departamento anzures 33.08 m2  depto 207,2269288,33.08,NA,NA,easyaviso,25:53.3,68600,19.4345167,-99.1726078,VERONICA ANZURES,16-084
993,preventa departamento anzures 33.30 m2  depto 406408,2281080,33.3,NA,NA,easyaviso,25:53.3,68500.9009,19.4345167,-99.1726078,VERONICA ANZURES,16-084
994,preventa departamento anzures 33.01 m2  depto 1302 1312,2429486,33.01,NA,NA,easyaviso,25:53.3,73598.48531,19.4345167,-99.1726078,VERONICA ANZURES,16-084
995,preventa departamento anzures 33.30 m2  depto 206208,2251080,33.3,NA,NA,easyaviso,25:53.3,67600,19.4365167,-99.1706078,VERONICA ANZURES,16-084
996,preventa departamento anzures 33.01 m2  depto 1202 1212,2414486,33.01,NA,NA,easyaviso,25:53.3,73144.07755,19.4365167,-99.1706078,VERONICA ANZURES,16-084
997,preventa departamento anzures 33.01 m2  depto 1102 1112,2399486,33.01,NA,NA,easyaviso,25:53.3,72689.6698,19.4345167,-99.1726078,VERONICA ANZURES,16-084
998,preventa departamento anzures 33.08 m2  depto 1307,2434288,33.08,NA,NA,easyaviso,25:53.3,73587.9081,19.4335167,-99.1736078,VERONICA ANZURES,16-084
999,preventa departamento anzures 33.01 m2  depto 10021012,2384486,33.01,NA,NA,easyaviso,25:53.3,72235.26204,19.4345167,-99.1726078,VERONICA ANZURES,16-084
1000,preventa departamento anzures 33.01 m2  depto 702712,2339486,33.01,NA,NA,easyaviso,25:53.3,70872.03878,19.4345167,-99.1726078,VERONICA ANZURES,16-084
1001,preventa departamento anzures 33.01 m2  depto 602612,2324486,33.01,NA,NA,easyaviso,25:53.3,70417.63102,19.4335167,-99.1736078,VERONICA ANZURES,16-084
1002,preventa departamento anzures 33.08 m2  depto 1007,2389288,33.08,NA,NA,easyaviso,25:53.3,72227.56953,19.4345167,-99.1726078,VERONICA ANZURES,16-084
1003,preventa departamento anzures 33.01 m2  depto 302312,2279486,33.01,NA,NA,easyaviso,25:53.3,69054.40776,19.4345167,-99.1726078,VERONICA ANZURES,16-084
1004,preventa departamento anzures 33.08 m2  depto 907,2374288,33.08,NA,NA,easyaviso,25:53.3,71774.12334,19.4365167,-99.1706078,VERONICA ANZURES,16-084
1005,preventa departamento anzures 33.01 m2  depto 202,2264486,33.01,NA,NA,easyaviso,25:53.3,68600,19.4365167,-99.1706078,VERONICA ANZURES,16-084
1006,preventa departamento anzures 33.08 m2  depto 807,2359288,33.08,NA,NA,easyaviso,25:53.3,71320.67715,19.4335167,-99.1736078,VERONICA ANZURES,16-084
1007,preventa departamento anzures 33.01 m2  depto 102,2249486,33.01,NA,NA,easyaviso,25:53.3,68145.59224,19.4365167,-99.1706078,VERONICA ANZURES,16-084
1008,departamento en venta en la col. veronica anzures,6200000,158,2,3,easyaviso,25:53.3,39240.50633,19.4345258,-99.1722612,VERONICA ANZURES,16-084
1009,se vende departamento totalmente remodelado en  gutemberg anzures.,6200000,200,2,3,easyaviso,25:53.3,31000,19.436516,-99.1739857,VERONICA ANZURES,16-084
1010,departamentos en preventa col anzures miguel hidalgo ciudad de mexico cdmx,2137472,33,NA,NA,easyaviso,25:53.3,64771.87879,19.4350649,-99.1730763,VERONICA ANZURES,16-084
1011,hermoso y amplio departamento en anzures,8900000,200,NA,NA,easyaviso,25:53.3,44500,19.4360294,-99.1735966,VERONICA ANZURES,16-084
1012,departamento venta marina nacional  veronica anzures,2890000,30,NA,NA,easyaviso,25:53.3,96333.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1013,departamento en venta en veronica anzures,6691844,91,2,2,easyaviso,25:53.3,73536.74725,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1014,departamento en venta en veronica anzures,4036313,51.5,NA,NA,easyaviso,25:53.3,78375.00971,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1015,departamento en venta distum marina nacional,2750000,30,NA,NA,easyaviso,25:53.3,91666.66667,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1016,amplio e iluminado departamento en veronica anzures,5650000,95,2,3,easyaviso,25:53.3,59473.68421,19.4344925,-99.1755891,VERONICA ANZURES,16-084
1017,departamento en venta veronica anzures miguel hidalgo,4900000,147,NA,3,easyaviso,25:53.3,33333.33333,19.4370553,-99.1747708,VERONICA ANZURES,16-084
1018,departamento exterior en  marina nacional anzures de 60 m2,4550000,60,2,NA,easyaviso,25:53.3,75833.33333,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1019,se vende departamento en veronica anzures,4900000,93,2,3,easyaviso,25:53.3,52688.17204,19.4367352,-99.1760187,VERONICA ANZURES,16-084
1020,departamento en venta en veronica anzures,4600000,94,2,3,easyaviso,25:53.3,48936.17021,19.4381383,-99.1727949,VERONICA ANZURES,16-084
1021,increible loft en veronica anzures,3.00E+06,38,NA,NA,easyaviso,25:53.3,78947.36842,19.4376516,-99.1724718,VERONICA ANZURES,16-084
1022,preventa. departamento 302 en torre alhena. miguel hidalgo. cdmx,4636800,64.4,NA,NA,easyaviso,25:53.3,72000,19.4362341,-99.173835,VERONICA ANZURES,16-084
1023,preventa. departamento 204 en torre alhena. miguel hidalgo. cdmx,7276070,106.22,2,3,easyaviso,25:53.3,68500,19.4362341,-99.173835,VERONICA ANZURES,16-084
1024,preventa. departamento 207 en torre alhena. miguel hidalgo. cdmx,5699538,81.19,2,2,easyaviso,25:53.3,70200,19.4362341,-99.173835,VERONICA ANZURES,16-084
1025,preventa. departamento 208 en torre alhena. miguel hidalgo. cdmx,4675680,64.94,NA,NA,easyaviso,25:53.3,72000,19.4362341,-99.173835,VERONICA ANZURES,16-084
1026,preventa. departamento 206 en torre alhena. miguel hidalgo. cdmx,5725512,81.56,2,2,easyaviso,25:53.3,70200,19.4362341,-99.173835,VERONICA ANZURES,16-084
1027,preventa. departamento 205 en torre alhena. miguel hidalgo. cdmx,5738850,81.75,2,2,easyaviso,25:53.3,70200,19.4362341,-99.173835,VERONICA ANZURES,16-084
1028,preventa. departamento 203 en torre alhena. miguel hidalgo. cdmx,4394880,61.04,NA,NA,easyaviso,25:53.3,72000,19.4362341,-99.173835,VERONICA ANZURES,16-084
1029,preventa. departamento 201 en torre alhena. miguel hidalgo. cdmx,4744080,65.89,NA,NA,easyaviso,25:53.3,72000,19.4362341,-99.173835,VERONICA ANZURES,16-084
1030,preventa. departamento 1402 en torre alhena. miguel hidalgo. cdmx,4736800,64.4,NA,NA,easyaviso,25:53.3,73552.79503,19.4362341,-99.173835,VERONICA ANZURES,16-084
1031,preventa. departamento 1303 en torre alhena. miguel hidalgo. cdmx,4494880,61.04,NA,NA,easyaviso,25:53.3,73638.26999,19.4362341,-99.173835,VERONICA ANZURES,16-084
1032,preventa. departamento 1401 en torre alhena. miguel hidalgo. cdmx,4824080,65.89,NA,NA,easyaviso,25:53.3,73214.14479,19.4362341,-99.173835,VERONICA ANZURES,16-084
1033,preventa. departamento 1406 en torre alhena. miguel hidalgo. cdmx,5805512,81.56,2,2,easyaviso,25:53.3,71180.87298,19.4362341,-99.173835,VERONICA ANZURES,16-084
1034,preventa. departamento 1408 en torre alhena. miguel hidalgo. cdmx,4755680,64.94,NA,NA,easyaviso,25:53.3,73231.90638,19.4362341,-99.173835,VERONICA ANZURES,16-084
1035,preventa. departamento 1407 en torre alhena. miguel hidalgo. cdmx,5779538,81.19,2,2,easyaviso,25:53.3,71185.34302,19.4362341,-99.173835,VERONICA ANZURES,16-084
1036,preventa. departamento 1404 en torre alhena. miguel hidalgo. cdmx,7376070,106.22,2,3,easyaviso,25:53.3,69441.44229,19.4362341,-99.173835,VERONICA ANZURES,16-084
1037,preventa. departamento 1405 en torre alhena. miguel hidalgo. cdmx,5818850,81.75,2,2,easyaviso,25:53.3,71178.59327,19.4362341,-99.173835,VERONICA ANZURES,16-084
